[ 0.58527295  0.41472705] 0.0
[ 0.62581944  0.37418056] 0.0
[ 0.5151345  0.4848655] 0.0
[ 0.48104258  0.51895742] 0.0
[ 0.56889829  0.43110171] 0.0
[ 0.67861523  0.32138477] 0.0
[ 0.61696686  0.38303314] 0.0
[ 0.50081015  0.49918985] 1.0
[ 0.56096426  0.43903574] 1.0
[ 0.66964965  0.33035035] 1.0
[ 0.63383777  0.36616223] 0.0
[ 0.63410804  0.36589196] 0.0
[ 0.65024533  0.34975467] 0.0
[ 0.59992839  0.40007161] 0.0
[ 0.59514798  0.40485202] 0.0
[ 0.6090368  0.3909632] 0.0
[ 0.54514981  0.45485019] 1.0
[ 0.60992085  0.39007915] 0.0
[ 0.62420562  0.37579438] 0.0
[ 0.55105418  0.44894582] 0.0
[ 0.61770485  0.38229515] 0.0
[ 0.63589185  0.36410815] 1.0
[ 0.61457235  0.38542765] 0.0
[ 0.67158448  0.32841552] 1.0
[ 0.6783972  0.3216028] 1.0
[ 0.44214131  0.55785869] 1.0
[ 0.4561134  0.5438866] 1.0
[ 0.68578839  0.31421161] 0.0
[ 0.58583362  0.41416638] 1.0
[ 0.3979946  0.6020054] 0.0
[ 0.58637644  0.41362356] 0.0
[ 0.61405603  0.38594397] 0.0
[ 0.48594663  0.51405337] 1.0
[ 0.69816626  0.30183374] 0.0
[ 0.50729161  0.49270839] 1.0
[ 0.51974476  0.48025524] 1.0
[ 0.51840191  0.48159809] 1.0
[ 0.4244003  0.5755997] 1.0
[ 0.42264172  0.57735828] 0.0
[ 0.44642606  0.55357394] 0.0
[ 0.57246068  0.42753932] 0.0
[ 0.56209063  0.43790937] 0.0
[ 0.67872542  0.32127458] 1.0
[ 0.57310212  0.42689788] 1.0
[ 0.45525123  0.54474877] 1.0
[ 0.64714774  0.35285226] 0.0
[ 0.56729395  0.43270605] 0.0
[ 0.57679204  0.42320796] 0.0
[ 0.54919594  0.45080406] 1.0
[ 0.66883017  0.33116983] 0.0
[ 0.57639765  0.42360235] 0.0
[ 0.43546734  0.56453266] 1.0
[ 0.68735388  0.31264612] 0.0
[ 0.60953499  0.39046501] 1.0
[ 0.45374927  0.54625073] 0.0
[ 0.59822232  0.40177768] 0.0
[ 0.4297654  0.5702346] 1.0
[ 0.50938193  0.49061807] 1.0
[ 0.58698524  0.41301476] 1.0
[ 0.55516224  0.44483776] 0.0
[ 0.42853063  0.57146937] 1.0
[ 0.51448559  0.48551441] 1.0
[ 0.55348888  0.44651112] 1.0
[ 0.4483581  0.5516419] 0.0
[ 0.42435249  0.57564751] 1.0
[ 0.59684016  0.40315984] 0.0
[ 0.40913308  0.59086692] 0.0
[ 0.63051298  0.36948702] 1.0
[ 0.63134028  0.36865972] 0.0
[ 0.56871055  0.43128945] 0.0
[ 0.61247425  0.38752575] 0.0
[ 0.42414052  0.57585948] 1.0
[ 0.46086534  0.53913466] 0.0
[ 0.71852027  0.28147973] 0.0
[ 0.61914108  0.38085892] 1.0
[ 0.70090446  0.29909554] 1.0
[ 0.6418759  0.3581241] 0.0
[ 0.68328963  0.31671037] 0.0
[ 0.64775682  0.35224318] 0.0
[ 0.49318769  0.50681231] 1.0
[ 0.63019428  0.36980572] 0.0
[ 0.46001001  0.53998999] 1.0
[ 0.47583246  0.52416754] 0.0
[ 0.62781382  0.37218618] 0.0
[ 0.67410556  0.32589444] 1.0
[ 0.68579252  0.31420748] 0.0
[ 0.6331915  0.3668085] 0.0
[ 0.61081011  0.38918989] 0.0
[ 0.51117274  0.48882726] 0.0
[ 0.64090325  0.35909675] 1.0
[ 0.54597608  0.45402392] 1.0
[ 0.60937225  0.39062775] 1.0
[ 0.56858139  0.43141861] 0.0
[ 0.38831322  0.61168678] 0.0
[ 0.40588245  0.59411755] 1.0
[ 0.66132174  0.33867826] 0.0
[ 0.53769818  0.46230182] 1.0
[ 0.58753486  0.41246514] 0.0
[ 0.4066686  0.5933314] 1.0
[ 0.67689282  0.32310718] 0.0
[ 0.48264082  0.51735918] 0.0
[ 0.62072336  0.37927664] 0.0
[ 0.41781165  0.58218835] 1.0
[ 0.51502003  0.48497997] 1.0
[ 0.52968753  0.47031247] 0.0
[ 0.67944313  0.32055687] 0.0
[ 0.58767194  0.41232806] 0.0
[ 0.42517861  0.57482139] 0.0
[ 0.52764342  0.47235658] 1.0
[ 0.57492524  0.42507476] 0.0
[ 0.47162498  0.52837502] 1.0
[ 0.68857472  0.31142528] 0.0
[ 0.55632891  0.44367109] 1.0
[ 0.60015279  0.39984721] 0.0
[ 0.52544799  0.47455201] 1.0
[ 0.46928498  0.53071502] 0.0
[ 0.5017138  0.4982862] 0.0
[ 0.60717788  0.39282212] 0.0
[ 0.56258461  0.43741539] 1.0
[ 0.66430121  0.33569879] 1.0
[ 0.51556365  0.48443635] 0.0
[ 0.64030181  0.35969819] 1.0
[ 0.6812988  0.3187012] 1.0
[ 0.67122329  0.32877671] 0.0
[ 0.69217357  0.30782643] 0.0
[ 0.50757  0.49243] 0.0
[ 0.43362409  0.56637591] 0.0
[ 0.79107927  0.20892073] 0.0
[ 0.66519776  0.33480224] 1.0
[ 0.59111266  0.40888734] 1.0
[ 0.57602535  0.42397465] 0.0
[ 0.56308089  0.43691911] 1.0
[ 0.50408589  0.49591411] 1.0
[ 0.60454324  0.39545676] 0.0
[ 0.65144369  0.34855631] 1.0
[ 0.66502261  0.33497739] 1.0
[ 0.65414379  0.34585621] 0.0
[ 0.39970389  0.60029611] 1.0
[ 0.60819462  0.39180538] 1.0
[ 0.48296114  0.51703886] 1.0
[ 0.59038184  0.40961816] 1.0
[ 0.51520295  0.48479705] 1.0
[ 0.67175701  0.32824299] 0.0
[ 0.72760973  0.27239027] 0.0
[ 0.58582626  0.41417374] 1.0
[ 0.52132966  0.47867034] 1.0
[ 0.69953135  0.30046865] 0.0
[ 0.64567369  0.35432631] 0.0
[ 0.66952348  0.33047652] 0.0
[ 0.43438961  0.56561039] 0.0
[ 0.69287755  0.30712245] 0.0
[ 0.69435908  0.30564092] 0.0
[ 0.67861347  0.32138653] 0.0
[ 0.44091356  0.55908644] 0.0
[ 0.40732396  0.59267604] 1.0
[ 0.60861654  0.39138346] 1.0
[ 0.56906884  0.43093116] 0.0
[ 0.42249161  0.57750839] 0.0
[ 0.59807074  0.40192926] 0.0
[ 0.59818432  0.40181568] 0.0
[ 0.42329079  0.57670921] 0.0
[ 0.58618105  0.41381895] 0.0
[ 0.4351216  0.5648784] 0.0
[ 0.67975168  0.32024832] 0.0
[ 0.46917766  0.53082234] 1.0
[ 0.41993659  0.58006341] 0.0
[ 0.61285103  0.38714897] 0.0
[ 0.42427765  0.57572235] 1.0
[ 0.43273091  0.56726909] 1.0
[ 0.44818107  0.55181893] 0.0
[ 0.68600805  0.31399195] 1.0
[ 0.68655524  0.31344476] 0.0
[ 0.48136408  0.51863592] 0.0
[ 0.42512259  0.57487741] 0.0
[ 0.55336616  0.44663384] 0.0
[ 0.43588739  0.56411261] 1.0
[ 0.43652283  0.56347717] 1.0
[ 0.61277286  0.38722714] 0.0
[ 0.46142327  0.53857673] 0.0
[ 0.6357394  0.3642606] 1.0
[ 0.65767167  0.34232833] 0.0
[ 0.64761801  0.35238199] 0.0
[ 0.65560551  0.34439449] 1.0
[ 0.65567052  0.34432948] 1.0
[ 0.51605685  0.48394315] 0.0
[ 0.47960407  0.52039593] 0.0
[ 0.68485093  0.31514907] 0.0
[ 0.69828103  0.30171897] 0.0
[ 0.66881202  0.33118798] 0.0
[ 0.6184742  0.3815258] 1.0
[ 0.40246324  0.59753676] 0.0
[ 0.45568436  0.54431564] 0.0
[ 0.58156926  0.41843074] 0.0
[ 0.65698443  0.34301557] 1.0
[ 0.71749759  0.28250241] 1.0
[ 0.63667631  0.36332369] 1.0
[ 0.6674178  0.3325822] 1.0
[ 0.6520022  0.3479978] 1.0
[ 0.64811913  0.35188087] 0.0
[ 0.4250431  0.5749569] 1.0
[ 0.68796835  0.31203165] 0.0
[ 0.69398271  0.30601729] 0.0
[ 0.61512962  0.38487038] 0.0
[ 0.49873219  0.50126781] 0.0
[ 0.53974698  0.46025302] 0.0
[ 0.5559996  0.4440004] 0.0
[ 0.68978938  0.31021062] 0.0
[ 0.57168069  0.42831931] 0.0
[ 0.53220724  0.46779276] 1.0
[ 0.6296369  0.3703631] 1.0
[ 0.50573904  0.49426096] 1.0
[ 0.58754121  0.41245879] 1.0
[ 0.61118779  0.38881221] 1.0
[ 0.64434567  0.35565433] 0.0
[ 0.68368718  0.31631282] 0.0
[ 0.5658384  0.4341616] 0.0
[ 0.59429271  0.40570729] 0.0
[ 0.57380114  0.42619886] 0.0
[ 0.68331335  0.31668665] 0.0
[ 0.54047441  0.45952559] 1.0
[ 0.53602992  0.46397008] 1.0
[ 0.55537206  0.44462794] 0.0
[ 0.55780856  0.44219144] 0.0
[ 0.61718211  0.38281789] 1.0
[ 0.52464908  0.47535092] 0.0
[ 0.56995215  0.43004785] 0.0
[ 0.61315195  0.38684805] 0.0
[ 0.57279221  0.42720779] 0.0
[ 0.48142243  0.51857757] 0.0
[ 0.65644981  0.34355019] 0.0
[ 0.4440392  0.5559608] 1.0
[ 0.61013381  0.38986619] 0.0
[ 0.57436754  0.42563246] 0.0
[ 0.57410409  0.42589591] 0.0
[ 0.58805499  0.41194501] 0.0
[ 0.57326734  0.42673266] 0.0
[ 0.61094327  0.38905673] 0.0
[ 0.66209758  0.33790242] 0.0
[ 0.57130421  0.42869579] 1.0
[ 0.68609628  0.31390372] 0.0
[ 0.62235858  0.37764142] 1.0
[ 0.54960788  0.45039212] 1.0
[ 0.59361681  0.40638319] 1.0
[ 0.60005951  0.39994049] 0.0
[ 0.42807953  0.57192047] 0.0
[ 0.56425022  0.43574978] 0.0
[ 0.56938648  0.43061352] 1.0
[ 0.59798484  0.40201516] 0.0
[ 0.59151118  0.40848882] 1.0
[ 0.68127192  0.31872808] 0.0
[ 0.45370481  0.54629519] 0.0
[ 0.59629604  0.40370396] 0.0
[ 0.68355905  0.31644095] 1.0
[ 0.65620495  0.34379505] 0.0
[ 0.59704316  0.40295684] 1.0
[ 0.60216409  0.39783591] 0.0
[ 0.45271262  0.54728738] 0.0
[ 0.44498148  0.55501852] 1.0
[ 0.58007676  0.41992324] 1.0
[ 0.67366057  0.32633943] 0.0
[ 0.43473414  0.56526586] 0.0
[ 0.65532637  0.34467363] 0.0
[ 0.51119851  0.48880149] 0.0
[ 0.48759317  0.51240683] 1.0
[ 0.65591914  0.34408086] 1.0
[ 0.56938688  0.43061312] 0.0
[ 0.67413663  0.32586337] 1.0
[ 0.47472448  0.52527552] 1.0
[ 0.5658118  0.4341882] 0.0
[ 0.48041392  0.51958608] 0.0
[ 0.45796488  0.54203512] 0.0
[ 0.65215488  0.34784512] 0.0
[ 0.50852595  0.49147405] 0.0
[ 0.65448458  0.34551542] 0.0
[ 0.66413819  0.33586181] 1.0
[ 0.63635907  0.36364093] 1.0
[ 0.5626548  0.4373452] 0.0
[ 0.62762224  0.37237776] 0.0
[ 0.63881379  0.36118621] 0.0
[ 0.61437783  0.38562217] 1.0
[ 0.64101198  0.35898802] 0.0
[ 0.55183259  0.44816741] 0.0
[ 0.60660615  0.39339385] 0.0
[ 0.57679747  0.42320253] 0.0
[ 0.70662476  0.29337524] 0.0
[ 0.4680632  0.5319368] 0.0
[ 0.40593187  0.59406813] 1.0
[ 0.62217994  0.37782006] 1.0
[ 0.48652509  0.51347491] 0.0
[ 0.6532073  0.3467927] 1.0
[ 0.65411667  0.34588333] 0.0
[ 0.43759552  0.56240448] 1.0
[ 0.67311248  0.32688752] 0.0
[ 0.42713651  0.57286349] 0.0
[ 0.6063969  0.3936031] 0.0
[ 0.41800229  0.58199771] 0.0
[ 0.40562274  0.59437726] 1.0
[ 0.44032852  0.55967148] 0.0
[ 0.58886791  0.41113209] 1.0
[ 0.58034562  0.41965438] 0.0
[ 0.45282605  0.54717395] 1.0
[ 0.40676283  0.59323717] 1.0
[ 0.43185696  0.56814304] 1.0
[ 0.4488494  0.5511506] 1.0
[ 0.41898104  0.58101896] 0.0
[ 0.44268654  0.55731346] 1.0
[ 0.56949283  0.43050717] 1.0
[ 0.48629356  0.51370644] 1.0
[ 0.68047065  0.31952935] 1.0
[ 0.68339922  0.31660078] 0.0
[ 0.57263466  0.42736534] 0.0
[ 0.44260281  0.55739719] 1.0
[ 0.63119614  0.36880386] 0.0
[ 0.42704385  0.57295615] 0.0
[ 0.53406128  0.46593872] 1.0
[ 0.47067334  0.52932666] 1.0
[ 0.47327345  0.52672655] 0.0
[ 0.64170693  0.35829307] 1.0
[ 0.6501316  0.3498684] 0.0
[ 0.5515406  0.4484594] 1.0
[ 0.64778998  0.35221002] 0.0
[ 0.40470034  0.59529966] 1.0
[ 0.6346514  0.3653486] 0.0
[ 0.4208445  0.5791555] 1.0
[ 0.64466631  0.35533369] 1.0
[ 0.643985  0.356015] 0.0
[ 0.45295977  0.54704023] 1.0
[ 0.59878581  0.40121419] 0.0
[ 0.60977143  0.39022857] 0.0
[ 0.56344294  0.43655706] 1.0
[ 0.68932831  0.31067169] 1.0
[ 0.69246683  0.30753317] 0.0
[ 0.61255765  0.38744235] 0.0
[ 0.70033545  0.29966455] 0.0
[ 0.49027359  0.50972641] 1.0
[ 0.66575552  0.33424448] 0.0
[ 0.59489151  0.40510849] 1.0
[ 0.52046762  0.47953238] 0.0
[ 0.53815737  0.46184263] 0.0
[ 0.47022694  0.52977306] 0.0
[ 0.55245096  0.44754904] 0.0
[ 0.42763425  0.57236575] 1.0
[ 0.51806702  0.48193298] 0.0
[ 0.42643422  0.57356578] 1.0
[ 0.46207059  0.53792941] 0.0
[ 0.66520368  0.33479632] 1.0
[ 0.44513938  0.55486062] 0.0
[ 0.45899153  0.54100847] 0.0
[ 0.61482875  0.38517125] 0.0
[ 0.39622625  0.60377375] 1.0
[ 0.54926725  0.45073275] 1.0
[ 0.40891373  0.59108627] 1.0
[ 0.4013095  0.5986905] 1.0
[ 0.42177699  0.57822301] 0.0
[ 0.57777208  0.42222792] 1.0
[ 0.6711916  0.3288084] 0.0
[ 0.80882821  0.19117179] 0.0
[ 0.48469742  0.51530258] 1.0
[ 0.60424709  0.39575291] 0.0
[ 0.43228329  0.56771671] 1.0
[ 0.5861394  0.4138606] 0.0
[ 0.41500675  0.58499325] 0.0
[ 0.59414991  0.40585009] 0.0
[ 0.59257791  0.40742209] 0.0
[ 0.66842986  0.33157014] 0.0
[ 0.6608339  0.3391661] 1.0
[ 0.5246396  0.4753604] 0.0
[ 0.60769894  0.39230106] 0.0
[ 0.63471788  0.36528212] 0.0
[ 0.64487514  0.35512486] 0.0
[ 0.49768481  0.50231519] 1.0
[ 0.65500113  0.34499887] 1.0
[ 0.59251178  0.40748822] 0.0
[ 0.6693992  0.3306008] 0.0
[ 0.69684674  0.30315326] 0.0
[ 0.50960502  0.49039498] 1.0
[ 0.52093187  0.47906813] 0.0
[ 0.53376816  0.46623184] 0.0
[ 0.59741808  0.40258192] 0.0
[ 0.47884143  0.52115857] 1.0
[ 0.57359452  0.42640548] 1.0
[ 0.63893045  0.36106955] 1.0
[ 0.66191904  0.33808096] 0.0
[ 0.64455628  0.35544372] 0.0
[ 0.45047728  0.54952272] 0.0
[ 0.65996479  0.34003521] 0.0
[ 0.61653416  0.38346584] 0.0
[ 0.40929667  0.59070333] 1.0
[ 0.42147746  0.57852254] 1.0
[ 0.63323401  0.36676599] 0.0
[ 0.41635504  0.58364496] 0.0
[ 0.66946817  0.33053183] 0.0
[ 0.53583828  0.46416172] 0.0
[ 0.4775683  0.5224317] 0.0
[ 0.5159249  0.4840751] 1.0
[ 0.60241916  0.39758084] 1.0
[ 0.60674973  0.39325027] 0.0
[ 0.58831594  0.41168406] 0.0
[ 0.41028724  0.58971276] 1.0
[ 0.55529765  0.44470235] 0.0
[ 0.45077217  0.54922783] 1.0
[ 0.69392448  0.30607552] 0.0
[ 0.67530462  0.32469538] 0.0
[ 0.68376909  0.31623091] 0.0
[ 0.57877129  0.42122871] 0.0
[ 0.47416676  0.52583324] 1.0
[ 0.66205336  0.33794664] 0.0
[ 0.46408161  0.53591839] 1.0
[ 0.6362143  0.3637857] 0.0
[ 0.49445069  0.50554931] 1.0
[ 0.48994969  0.51005031] 0.0
[ 0.43693861  0.56306139] 1.0
[ 0.51963437  0.48036563] 0.0
[ 0.55092658  0.44907342] 1.0
[ 0.39984966  0.60015034] 1.0
[ 0.53946175  0.46053825] 0.0
[ 0.55434838  0.44565162] 0.0
[ 0.53651276  0.46348724] 1.0
[ 0.41781233  0.58218767] 1.0
[ 0.42294892  0.57705108] 1.0
[ 0.41894004  0.58105996] 1.0
[ 0.52254391  0.47745609] 0.0
[ 0.46315449  0.53684551] 1.0
[ 0.40688501  0.59311499] 1.0
[ 0.41110186  0.58889814] 0.0
[ 0.57516499  0.42483501] 0.0
[ 0.44545193  0.55454807] 1.0
[ 0.58467081  0.41532919] 1.0
[ 0.42274518  0.57725482] 0.0
[ 0.41963005  0.58036995] 0.0
[ 0.43009983  0.56990017] 0.0
[ 0.50807935  0.49192065] 0.0
[ 0.67291874  0.32708126] 1.0
[ 0.60686016  0.39313984] 1.0
[ 0.68774009  0.31225991] 0.0
[ 0.40126657  0.59873343] 1.0
[ 0.53935589  0.46064411] 1.0
[ 0.51649064  0.48350936] 1.0
[ 0.5419884  0.4580116] 1.0
[ 0.50310599  0.49689401] 1.0
[ 0.651023  0.348977] 0.0
[ 0.61256419  0.38743581] 0.0
[ 0.59067444  0.40932556] 1.0
[ 0.64131873  0.35868127] 1.0
[ 0.64727354  0.35272646] 1.0
[ 0.61717078  0.38282922] 0.0
[ 0.51567875  0.48432125] 0.0
[ 0.52226646  0.47773354] 1.0
[ 0.58618144  0.41381856] 0.0
[ 0.68073448  0.31926552] 0.0
[ 0.61848485  0.38151515] 1.0
[ 0.5669991  0.4330009] 0.0
[ 0.63507486  0.36492514] 1.0
[ 0.6169513  0.3830487] 1.0
[ 0.68260556  0.31739444] 0.0
[ 0.59641791  0.40358209] 1.0
[ 0.59178609  0.40821391] 0.0
[ 0.45902901  0.54097099] 0.0
[ 0.67637028  0.32362972] 0.0
[ 0.56437655  0.43562345] 0.0
[ 0.41874088  0.58125912] 0.0
[ 0.67430855  0.32569145] 0.0
[ 0.43691058  0.56308942] 1.0
[ 0.60411702  0.39588298] 0.0
[ 0.54358719  0.45641281] 0.0
[ 0.40907283  0.59092717] 1.0
[ 0.59089896  0.40910104] 0.0
[ 0.56099445  0.43900555] 0.0
[ 0.42266418  0.57733582] 1.0
[ 0.44391671  0.55608329] 1.0
[ 0.69523637  0.30476363] 0.0
[ 0.623456  0.376544] 0.0
[ 0.68027955  0.31972045] 1.0
[ 0.69187354  0.30812646] 0.0
[ 0.68016016  0.31983984] 0.0
[ 0.66783299  0.33216701] 0.0
[ 0.7198337  0.2801663] 0.0
[ 0.400698  0.599302] 0.0
[ 0.65943511  0.34056489] 1.0
[ 0.67808028  0.32191972] 0.0
[ 0.4473841  0.5526159] 0.0
[ 0.62331633  0.37668367] 1.0
[ 0.61823339  0.38176661] 1.0
[ 0.68361802  0.31638198] 1.0
[ 0.63162083  0.36837917] 0.0
[ 0.62131626  0.37868374] 0.0
[ 0.48510295  0.51489705] 0.0
[ 0.42788615  0.57211385] 1.0
[ 0.6916258  0.3083742] 0.0
[ 0.63226988  0.36773012] 1.0
[ 0.57942477  0.42057523] 0.0
[ 0.63350076  0.36649924] 1.0
[ 0.60957735  0.39042265] 0.0
[ 0.6040848  0.3959152] 0.0
[ 0.67905777  0.32094223] 0.0
[ 0.56225619  0.43774381] 0.0
[ 0.4934352  0.5065648] 0.0
[ 0.68304609  0.31695391] 1.0
[ 0.52210045  0.47789955] 0.0
[ 0.69077949  0.30922051] 0.0
[ 0.67874403  0.32125597] 0.0
[ 0.60175552  0.39824448] 0.0
[ 0.46487446  0.53512554] 0.0
[ 0.40864029  0.59135971] 1.0
[ 0.58008352  0.41991648] 0.0
[ 0.61811133  0.38188867] 1.0
[ 0.61108529  0.38891471] 0.0
[ 0.68819519  0.31180481] 0.0
[ 0.46714115  0.53285885] 0.0
[ 0.45492671  0.54507329] 0.0
[ 0.67228459  0.32771541] 0.0
[ 0.64094047  0.35905953] 0.0
[ 0.64757098  0.35242902] 1.0
[ 0.39917338  0.60082662] 1.0
[ 0.56531894  0.43468106] 0.0
[ 0.47430811  0.52569189] 1.0
[ 0.67161207  0.32838793] 0.0
[ 0.65783757  0.34216243] 1.0
[ 0.41104019  0.58895981] 1.0
[ 0.79655185  0.20344815] 0.0
[ 0.65190828  0.34809172] 0.0
[ 0.62260153  0.37739847] 1.0
[ 0.42741642  0.57258358] 1.0
[ 0.42020264  0.57979736] 0.0
[ 0.6698558  0.3301442] 0.0
[ 0.44270722  0.55729278] 1.0
[ 0.52861336  0.47138664] 0.0
[ 0.4710451  0.5289549] 0.0
[ 0.47518835  0.52481165] 0.0
[ 0.49468179  0.50531821] 1.0
[ 0.48580565  0.51419435] 0.0
[ 0.56212875  0.43787125] 1.0
[ 0.62203223  0.37796777] 0.0
[ 0.671128  0.328872] 1.0
[ 0.42303412  0.57696588] 0.0
[ 0.6658132  0.3341868] 1.0
[ 0.66653596  0.33346404] 1.0
[ 0.52517538  0.47482462] 1.0
[ 0.5734915  0.4265085] 1.0
[ 0.54360712  0.45639288] 1.0
[ 0.47796884  0.52203116] 1.0
[ 0.43402556  0.56597444] 1.0
[ 0.60214589  0.39785411] 0.0
[ 0.56621498  0.43378502] 1.0
[ 0.6672649  0.3327351] 0.0
[ 0.55440036  0.44559964] 1.0
[ 0.5680436  0.4319564] 0.0
[ 0.55648369  0.44351631] 0.0
[ 0.59945962  0.40054038] 1.0
[ 0.59490316  0.40509684] 1.0
[ 0.63030102  0.36969898] 0.0
[ 0.68217533  0.31782467] 0.0
[ 0.48372674  0.51627326] 0.0
[ 0.67466431  0.32533569] 0.0
[ 0.42802239  0.57197761] 1.0
[ 0.68498291  0.31501709] 1.0
[ 0.5387713  0.4612287] 0.0
[ 0.42459771  0.57540229] 0.0
[ 0.60153708  0.39846292] 0.0
[ 0.59493055  0.40506945] 0.0
[ 0.4380763  0.5619237] 1.0
[ 0.67281992  0.32718008] 1.0
[ 0.67635338  0.32364662] 0.0
[ 0.66953174  0.33046826] 1.0
[ 0.68883428  0.31116572] 0.0
[ 0.6232456  0.3767544] 0.0
[ 0.47664327  0.52335673] 0.0
[ 0.39833654  0.60166346] 1.0
[ 0.46265193  0.53734807] 0.0
[ 0.68701333  0.31298667] 0.0
[ 0.42456726  0.57543274] 1.0
[ 0.4077521  0.5922479] 1.0
[ 0.40242765  0.59757235] 1.0
[ 0.66726519  0.33273481] 0.0
[ 0.51751636  0.48248364] 0.0
[ 0.68253753  0.31746247] 0.0
[ 0.45627719  0.54372281] 0.0
[ 0.41259358  0.58740642] 1.0
[ 0.67107323  0.32892677] 0.0
[ 0.64442172  0.35557828] 0.0
[ 0.44618674  0.55381326] 1.0
[ 0.63806618  0.36193382] 0.0
[ 0.38689693  0.61310307] 0.0
[ 0.41836148  0.58163852] 1.0
[ 0.43178219  0.56821781] 0.0
[ 0.67508788  0.32491212] 1.0
[ 0.69432168  0.30567832] 1.0
[ 0.51270197  0.48729803] 0.0
[ 0.60337215  0.39662785] 0.0
[ 0.43146575  0.56853425] 1.0
[ 0.57663646  0.42336354] 0.0
[ 0.54362252  0.45637748] 0.0
[ 0.67282779  0.32717221] 1.0
[ 0.58326238  0.41673762] 0.0
[ 0.67119432  0.32880568] 0.0
[ 0.55291779  0.44708221] 0.0
[ 0.67338143  0.32661857] 1.0
[ 0.69124857  0.30875143] 1.0
[ 0.70103932  0.29896068] 0.0
[ 0.60686666  0.39313334] 1.0
[ 0.69033463  0.30966537] 0.0
[ 0.58874156  0.41125844] 1.0
[ 0.42865588  0.57134412] 0.0
[ 0.68936284  0.31063716] 0.0
[ 0.50636244  0.49363756] 0.0
[ 0.46750044  0.53249956] 0.0
[ 0.42660867  0.57339133] 0.0
[ 0.66288368  0.33711632] 1.0
[ 0.66096228  0.33903772] 0.0
[ 0.66124411  0.33875589] 0.0
[ 0.63090661  0.36909339] 0.0
[ 0.49839876  0.50160124] 0.0
[ 0.55007133  0.44992867] 0.0
[ 0.6287279  0.3712721] 0.0
[ 0.52888044  0.47111956] 0.0
[ 0.44228666  0.55771334] 0.0
[ 0.51141373  0.48858627] 0.0
[ 0.68403009  0.31596991] 0.0
[ 0.43861509  0.56138491] 1.0
[ 0.44665225  0.55334775] 0.0
[ 0.67528372  0.32471628] 1.0
[ 0.56303934  0.43696066] 1.0
[ 0.66111541  0.33888459] 0.0
[ 0.63167291  0.36832709] 1.0
[ 0.57947118  0.42052882] 0.0
[ 0.6707878  0.3292122] 0.0
[ 0.48069307  0.51930693] 0.0
[ 0.60019733  0.39980267] 0.0
[ 0.54134752  0.45865248] 0.0
[ 0.46180031  0.53819969] 0.0
[ 0.49843367  0.50156633] 0.0
[ 0.71448399  0.28551601] 0.0
[ 0.47914095  0.52085905] 0.0
[ 0.63725545  0.36274455] 0.0
[ 0.43026192  0.56973808] 1.0
[ 0.49081182  0.50918818] 1.0
[ 0.59932201  0.40067799] 0.0
[ 0.64840948  0.35159052] 0.0
[ 0.51946003  0.48053997] 0.0
[ 0.58637016  0.41362984] 0.0
[ 0.54989512  0.45010488] 1.0
[ 0.63335171  0.36664829] 1.0
[ 0.67754922  0.32245078] 0.0
[ 0.67914183  0.32085817] 1.0
[ 0.60148817  0.39851183] 1.0
[ 0.47119876  0.52880124] 0.0
[ 0.5958007  0.4041993] 0.0
[ 0.60775392  0.39224608] 1.0
[ 0.61571727  0.38428273] 1.0
[ 0.60253627  0.39746373] 1.0
[ 0.43250491  0.56749509] 0.0
[ 0.62315161  0.37684839] 0.0
[ 0.60265187  0.39734813] 1.0
[ 0.53193344  0.46806656] 0.0
[ 0.60953577  0.39046423] 1.0
[ 0.61279487  0.38720513] 0.0
[ 0.40510263  0.59489737] 1.0
[ 0.61992394  0.38007606] 1.0
[ 0.61215816  0.38784184] 1.0
[ 0.59812267  0.40187733] 1.0
[ 0.6634834  0.3365166] 0.0
[ 0.68345413  0.31654587] 1.0
[ 0.5412573  0.4587427] 1.0
[ 0.61145476  0.38854524] 1.0
[ 0.53917002  0.46082998] 0.0
[ 0.67178866  0.32821134] 0.0
[ 0.46580445  0.53419555] 0.0
[ 0.57741573  0.42258427] 0.0
[ 0.70397549  0.29602451] 0.0
[ 0.49838136  0.50161864] 0.0
[ 0.66373753  0.33626247] 0.0
[ 0.45047407  0.54952593] 0.0
[ 0.69863628  0.30136372] 0.0
[ 0.65671914  0.34328086] 0.0
[ 0.62131882  0.37868118] 0.0
[ 0.67874797  0.32125203] 1.0
[ 0.68692169  0.31307831] 0.0
[ 0.63076129  0.36923871] 0.0
[ 0.43748674  0.56251326] 1.0
[ 0.5116136  0.4883864] 1.0
[ 0.58405579  0.41594421] 1.0
[ 0.48927745  0.51072255] 1.0
[ 0.68358082  0.31641918] 0.0
[ 0.39255323  0.60744677] 1.0
[ 0.67865403  0.32134597] 0.0
[ 0.57167484  0.42832516] 0.0
[ 0.53274905  0.46725095] 1.0
[ 0.62065317  0.37934683] 1.0
[ 0.59595065  0.40404935] 0.0
[ 0.67307048  0.32692952] 0.0
[ 0.52166272  0.47833728] 0.0
[ 0.45278097  0.54721903] 0.0
[ 0.48615426  0.51384574] 1.0
[ 0.63422833  0.36577167] 1.0
[ 0.40041093  0.59958907] 1.0
[ 0.65889273  0.34110727] 1.0
[ 0.59544391  0.40455609] 0.0
[ 0.4307655  0.5692345] 0.0
[ 0.67421104  0.32578896] 0.0
[ 0.59298657  0.40701343] 0.0
